        Date        hcnps_intlk_cz_t_back_49
2023-10-05 08:00:00                   22.531
2023-10-05 08:01:43                   22.504
2023-10-05 08:02:38                   22.541
2023-10-05 08:03:33                   22.509
2023-10-05 08:04:01                   22.534
2023-10-05 08:05:52                   22.556
2023-10-05 08:06:48                   22.535
2023-10-05 08:07:15                   22.568
2023-10-05 08:10:02                    22.59
2023-10-05 08:10:29                   22.565
2023-10-05 08:10:57                   22.595
2023-10-05 08:12:20                   22.565
2023-10-05 08:12:48                   22.595
2023-10-05 08:13:44                    22.57
2023-10-05 08:14:11                   22.592
2023-10-05 08:23:54                   22.614
2023-10-05 08:27:08                    22.59
2023-10-05 08:27:36                   22.619
2023-10-05 08:30:50                   22.592
2023-10-05 08:31:18                   22.624
2023-10-05 08:32:41                     22.6
2023-10-05 08:34:04                   22.629
2023-10-05 08:35:55                   22.602
2023-10-05 08:36:23                   22.631
2023-10-05 08:36:50                   22.607
2023-10-05 08:38:41                   22.646
2023-10-05 08:40:04                   22.616
2023-10-05 08:46:05                   22.595
2023-10-05 08:52:33                   22.558
2023-10-05 08:53:01                   22.597
2023-10-05 08:56:43                   22.573
2023-10-05 09:05:30                   22.548
2023-10-05 09:06:25                   22.582
2023-10-05 09:07:21                   22.538
2023-10-05 09:08:16                    22.56
2023-10-05 09:11:03                   22.525
2023-10-05 09:11:30                   22.545
2023-10-05 09:14:45                   22.524
2023-10-05 09:15:40                   22.545
2023-10-05 09:16:36                   22.523
2023-10-05 09:17:31                   22.499
2023-10-05 09:17:59                   22.534
2023-10-05 09:18:26                   22.512
2023-10-05 09:20:45                   22.486
2023-10-05 09:21:13                   22.514
2023-10-05 09:21:41                   22.489
2023-10-05 09:25:50                   22.467
2023-10-05 09:28:09                   22.489
2023-10-05 09:29:04                   22.467
2023-10-05 09:37:51                   22.437
2023-10-05 09:40:10                   22.468
2023-10-05 09:41:06                   22.446
2023-10-05 09:46:38                    22.42
2023-10-05 09:48:02                   22.444
2023-10-05 09:48:57                   22.419
2023-10-05 09:53:35                   22.449
2023-10-05 09:54:02                    22.42
2023-10-05 10:01:54                   22.399
2023-10-05 10:12:59                   22.377
2023-10-05 10:15:18                   22.402
