        Date        hcnps_intlk_cz_t_back_11
2023-10-05 08:00:00                   18.246
2023-10-05 08:02:38                   18.274
2023-10-05 08:08:11                   18.252
2023-10-05 08:08:39                   18.287
2023-10-05 08:14:39                   18.311
2023-10-05 08:15:07                    18.28
2023-10-05 08:16:02                   18.305
2023-10-05 08:22:31                    18.28
2023-10-05 08:23:54                   18.306
2023-10-05 08:30:50                   18.272
2023-10-05 08:31:45                   18.305
2023-10-05 08:32:41                   18.277
2023-10-05 08:35:27                   18.239
2023-10-05 08:35:55                   18.264
2023-10-05 08:39:37                   18.298
2023-10-05 08:40:04                   18.256
2023-10-05 08:42:23                   18.291
2023-10-05 08:42:51                   18.259
2023-10-05 08:47:28                   18.228
2023-10-05 08:47:56                   18.263
2023-10-05 08:48:51                   18.241
2023-10-05 08:53:01                   18.218
2023-10-05 08:54:24                   18.246
2023-10-05 08:54:52                   18.213
2023-10-05 08:55:47                   18.246
2023-10-05 08:57:11                   18.221
2023-10-05 08:58:06                   18.245
2023-10-05 08:59:02                   18.221
2023-10-05 09:02:16                     18.2
2023-10-05 09:04:34                   18.228
2023-10-05 09:06:25                   18.198
2023-10-05 09:07:21                    18.22
2023-10-05 09:07:49                   18.173
2023-10-05 09:10:07                     18.2
2023-10-05 09:11:30                   18.175
2023-10-05 09:13:21                     18.2
2023-10-05 09:14:17                   18.167
2023-10-05 09:22:08                   18.139
2023-10-05 09:29:32                   18.111
2023-10-05 09:46:11                   18.079
2023-10-05 09:46:38                   18.104
2023-10-05 09:53:35                   18.074
2023-10-05 09:54:02                   18.098
2023-10-05 09:55:53                   18.071
2023-10-05 09:57:16                   18.097
2023-10-05 09:58:12                   18.074
2023-10-05 10:01:26                   18.096
2023-10-05 10:02:22                   18.061
2023-10-05 10:05:08                   18.084
2023-10-05 10:06:03                   18.056
2023-10-05 10:09:45                   18.096
2023-10-05 10:10:13                   18.068
2023-10-05 10:12:32                   18.043
2023-10-05 10:14:23                   18.066
2023-10-05 10:17:09                    18.04
2023-10-05 10:30:04                    18.01
2023-10-05 10:30:31                   18.042
2023-10-05 10:32:18                   18.065
2023-10-05 10:32:45                   18.036
2023-10-05 10:33:12                   18.061
2023-10-05 10:34:05                   18.016
2023-10-05 10:34:32                   18.053
2023-10-05 10:37:12                   18.089
2023-10-05 10:37:39                   18.056
2023-10-05 10:39:26                   18.082
2023-10-05 10:39:53                   18.057
2023-10-05 10:42:06                   18.079
2023-10-05 10:43:27                   18.057
2023-10-05 10:44:20                   18.077
2023-10-05 10:46:34                   18.056
2023-10-05 10:47:27                   18.084
2023-10-05 10:49:14                   18.055
2023-10-05 10:49:41                   18.092
2023-10-05 10:50:34                   18.071
2023-10-05 10:59:02                   18.047
2023-10-05 10:59:29                   18.072
2023-10-05 11:02:36                   18.047
2023-10-05 11:03:03                   18.071
2023-10-05 11:09:44                   18.046
2023-10-05 11:10:37                   18.076
2023-10-05 11:11:04                   18.043
2023-10-05 11:15:05                   18.021
2023-10-05 11:15:32                   18.058
2023-10-05 11:17:18                   18.028
2023-10-05 11:17:45                   18.053
2023-10-05 11:20:26                   18.027
2023-10-05 11:20:52                   18.054
2023-10-05 11:21:46                   18.032
2023-10-05 11:24:26                   18.056
2023-10-05 11:24:53                   18.012
2023-10-05 11:25:20                   18.034
2023-10-05 11:26:13                   18.055
2023-10-05 11:26:40                   18.028
2023-10-05 11:29:20                   18.064
2023-10-05 11:29:47                   18.037
2023-10-05 11:31:34                   18.014
2023-10-05 11:32:01                   18.035
2023-10-05 11:33:21                   18.005
2023-10-05 11:34:41                   18.039
2023-10-05 11:36:01                   18.002
2023-10-05 11:36:28                   18.032
2023-10-05 11:37:22                   18.002
2023-10-05 11:37:48                   18.039
2023-10-05 11:38:15                   18.012
2023-10-05 11:42:42                   17.984
2023-10-05 11:43:09                    18.02
2023-10-05 11:43:36                   17.997
2023-10-05 11:45:23                   18.025
2023-10-05 11:47:36                   17.987
2023-10-05 11:48:30                   18.011
2023-10-05 11:52:57                   17.977
2023-10-05 11:53:24                   18.014
2023-10-05 11:54:44                   17.989
2023-10-05 11:56:04                    18.03
2023-10-05 11:56:31                   17.979
2023-10-05 11:56:58                   18.006
2023-10-05 11:57:51                   17.984
2023-10-05 11:59:38                   18.007
2023-10-05 12:00:58                   17.979
2023-10-05 12:02:19                   18.009
2023-10-05 12:02:45                   17.984
2023-10-05 12:08:33                   18.019
2023-10-05 12:09:26                   17.989
2023-10-05 12:16:34                   17.964
2023-10-05 12:17:01                   18.002
2023-10-05 12:19:15                   17.979
2023-10-05 12:20:08                   18.004
2023-10-05 12:23:42                   17.974
2023-10-05 12:25:02                   18.001
2023-10-05 12:25:56                   17.979
2023-10-05 12:28:09                   18.004
2023-10-05 12:28:36                   17.981
2023-10-05 12:33:04                   18.006
2023-10-05 12:33:30                   17.984
2023-10-05 12:41:05                   17.964
2023-10-05 12:41:58                   17.994
2023-10-05 12:43:19                   17.964
2023-10-05 12:45:32                   17.986
2023-10-05 12:53:34                   17.964
2023-10-05 12:54:00                   17.986
2023-10-05 12:54:27                   17.954
2023-10-05 12:55:21                   17.991
2023-10-05 13:00:15                   17.964
2023-10-05 13:00:41                   17.991
2023-10-05 13:01:35                   17.964
2023-10-05 13:02:55                   17.984
2023-10-05 13:05:57                    -7777
2023-10-05 13:16:14                   18.025
2023-10-05 13:17:54                   18.055
2023-10-05 13:19:44                   18.085
2023-10-05 13:22:00                   18.122
2023-10-05 13:23:47                   18.157
2023-10-05 13:25:35                   18.185
2023-10-05 13:26:29                    18.24
2023-10-05 13:27:49                    18.27
2023-10-05 13:28:43                   18.292
2023-10-05 13:29:37                   18.322
2023-10-05 13:32:45                   18.343
2023-10-05 13:33:12                   18.378
2023-10-05 13:35:27                     18.4
2023-10-05 13:39:29                   18.422
2023-10-05 13:41:16                   18.446
2023-10-05 13:48:26                   18.426
2023-10-05 13:48:53                   18.448
2023-10-05 13:50:41                   18.419
2023-10-05 13:54:43                   18.391
2023-10-05 13:55:10                   18.414
2023-10-05 13:56:30                   18.386
2023-10-05 13:57:24                   18.409
2023-10-05 13:57:51                   18.374
2023-10-05 14:00:32                   18.352
2023-10-05 14:01:53                   18.374
2023-10-05 14:03:41                   18.336
2023-10-05 14:06:49                   18.369
2023-10-05 14:07:16                   18.325
2023-10-05 14:08:37                   18.302
2023-10-05 14:11:18                   18.335
2023-10-05 14:11:45                   18.305
2023-10-05 14:13:05                   18.283
2023-10-05 14:17:07                   18.252
2023-10-05 14:17:34                   18.287
2023-10-05 14:20:16                    18.26
2023-10-05 14:22:03                   18.236
2023-10-05 14:22:30                    18.26
2023-10-05 14:22:57                   18.235
2023-10-05 14:27:26                   18.213
2023-10-05 14:36:24                   18.189
2023-10-05 14:36:51                   18.168
2023-10-05 14:37:44                   18.191
2023-10-05 14:41:20                   18.163
2023-10-05 14:43:34                   18.184
2023-10-05 14:44:01                   18.144
2023-10-05 14:44:28                   18.181
2023-10-05 14:45:22                   18.151
2023-10-05 14:49:50                   18.172
2023-10-05 14:50:17                   18.146
2023-10-05 14:55:40                   18.124
2023-10-05 15:04:11                   18.092
2023-10-05 15:05:05                   18.115
2023-10-05 15:05:32                   18.089
2023-10-05 15:06:25                   18.112
2023-10-05 15:09:07                   18.089
2023-10-05 15:11:21                   18.109
2023-10-05 15:12:15                   18.079
2023-10-05 15:22:33                   18.046
2023-10-05 15:31:58                   18.022
2023-10-05 15:35:06                   18.057
2023-10-05 15:35:33                   18.025
2023-10-05 15:36:00                   18.073
2023-10-05 15:36:27                   18.032
2023-10-05 15:40:29                   18.009
2023-10-05 15:50:47                   17.985
2023-10-05 15:51:14                   18.017
2023-10-05 15:51:41                   17.982
2023-10-05 15:52:35                   18.005
2023-10-05 15:55:16                   17.974
2023-10-05 15:58:24                   18.012
2023-10-05 15:58:51                   17.989
2023-10-05 16:01:06                   17.954
2023-10-05 16:02:53                   17.991
2023-10-05 16:03:47                   17.948
2023-10-05 16:04:41                   17.981
2023-10-05 16:05:35                   17.934
2023-10-05 16:06:02                   17.968
2023-10-05 16:13:12                   17.946
2023-10-05 16:15:53                   17.971
2023-10-05 16:16:20                   17.943
2023-10-05 16:20:22                   17.919
2023-10-05 16:21:16                   17.953
2023-10-05 16:25:18                   17.916
2023-10-05 16:26:12                   17.939
2023-10-05 16:27:32                   17.916
2023-10-05 16:27:59                   17.948
2023-10-05 16:28:53                   17.926
2023-10-05 16:29:20                   17.949
2023-10-05 16:30:14                   17.916
2023-10-05 16:30:41                   17.953
2023-10-05 16:32:01                   17.914
2023-10-05 16:32:28                   17.941
2023-10-05 16:33:49                   17.909
2023-10-05 16:34:16                   17.941
2023-10-05 16:36:03                   17.914
2023-10-05 16:36:30                   17.936
2023-10-05 16:38:18                   17.909
2023-10-05 16:38:45                   17.946
2023-10-05 16:39:12                   17.924
2023-10-05 16:46:49                   17.892
2023-10-05 16:47:16                   17.914
2023-10-05 16:53:32                   17.936
2023-10-05 16:53:59                   17.903
2023-10-05 16:59:22                   17.934
2023-10-05 16:59:49                   17.892
2023-10-05 17:00:15                   17.914
2023-10-05 17:07:53                   17.891
2023-10-05 17:08:19                   17.919
2023-10-05 17:09:40                   17.889
2023-10-05 17:11:28                   17.919
2023-10-05 17:15:30                   17.898
2023-10-05 17:20:53                   17.919
2023-10-05 17:23:07                   17.894
2023-10-05 17:26:42                   17.916
2023-10-05 17:27:09                   17.884
2023-10-05 17:27:36                   17.911
2023-10-05 17:28:03                   17.889
2023-10-05 17:30:44                   17.911
2023-10-05 17:31:38                   17.887
2023-10-05 17:33:26                   17.921
2023-10-05 17:33:52                   17.897
2023-10-05 17:39:42                   17.919
2023-10-05 17:40:09                   17.894
