        Date        hcnps_intlk_cz_t_front_51
2023-10-06 03:00:00                    21.637
2023-10-06 03:01:18                     21.61
2023-10-06 03:03:59                    21.635
2023-10-06 03:04:53                     21.61
2023-10-06 03:10:43                    21.632
2023-10-06 03:13:51                    21.605
2023-10-06 03:14:18                    21.635
2023-10-06 03:20:35                    21.663
2023-10-06 03:22:49                    21.639
2023-10-06 03:23:43                    21.663
2023-10-06 03:25:57                    21.695
2023-10-06 03:28:39                    21.718
2023-10-06 03:29:05                    21.664
2023-10-06 03:29:32                    21.709
2023-10-06 03:30:26                    21.687
2023-10-06 03:31:20                    21.708
2023-10-06 03:35:49                    21.728
2023-10-06 03:37:09                    21.708
2023-10-06 03:38:03                    21.735
2023-10-06 03:51:57                    21.713
2023-10-06 03:52:24                    21.738
2023-10-06 03:57:20                    21.708
2023-10-06 03:57:46                    21.745
2023-10-06 03:59:07                    21.721
2023-10-06 03:59:34                    21.755
2023-10-06 04:00:01                    21.721
2023-10-06 04:00:28                    21.748
2023-10-06 04:01:22                    21.701
2023-10-06 04:01:48                    21.745
2023-10-06 04:02:15                    21.723
2023-10-06 04:05:51                     21.75
2023-10-06 04:12:07                    21.728
2023-10-06 04:13:28                     21.76
2023-10-06 04:15:15                    21.738
2023-10-06 04:41:42                    21.716
2023-10-06 04:43:29                     21.75
2023-10-06 04:44:23                    21.716
2023-10-06 04:47:31                    21.738
2023-10-06 04:52:27                    21.713
2023-10-06 04:54:15                    21.735
2023-10-06 04:54:42                     21.71
2023-10-06 04:55:36                    21.745
2023-10-06 04:56:29                    21.723
2023-10-06 05:10:50                    21.692
2023-10-06 05:11:44                     21.72
2023-10-06 05:15:46                    21.695
2023-10-06 05:18:00                    21.718
2023-10-06 05:18:54                     21.69
2023-10-06 05:23:23                    21.661
2023-10-06 05:23:50                    21.699
2023-10-06 05:24:17                    21.674
2023-10-06 05:24:44                    21.695
2023-10-06 05:27:52                    21.661
2023-10-06 05:28:19                    21.701
2023-10-06 05:30:06                    21.669
2023-10-06 05:31:27                    21.711
2023-10-06 05:31:54                    21.661
2023-10-06 05:35:02                    21.701
2023-10-06 05:35:29                    21.661
2023-10-06 05:36:23                    21.688
2023-10-06 05:37:44                    21.663
2023-10-06 05:38:11                    21.641
2023-10-06 05:39:04                    21.666
2023-10-06 05:40:25                    21.645
2023-10-06 05:41:19                    21.668
2023-10-06 05:42:13                    21.632
2023-10-06 05:42:40                     21.66
2023-10-06 05:43:06                    21.636
2023-10-06 05:44:27                    21.658
2023-10-06 05:48:56                     21.63
2023-10-06 05:50:17                    21.653
2023-10-06 05:51:37                    21.627
2023-10-06 05:52:04                     21.66
2023-10-06 05:52:31                    21.635
2023-10-06 05:53:25                    21.663
2023-10-06 05:53:52                    21.636
2023-10-06 05:54:46                    21.663
2023-10-06 05:55:13                    21.615
2023-10-06 05:55:39                    21.637
2023-10-06 05:56:33                    21.661
2023-10-06 05:57:00                    21.627
2023-10-06 05:59:41                    21.657
2023-10-06 06:00:08                    21.632
2023-10-06 06:03:43                    21.657
2023-10-06 06:10:00                     21.63
2023-10-06 06:24:21                    21.603
2023-10-06 06:26:08                    21.625
2023-10-06 06:27:02                    21.603
2023-10-06 06:28:23                     21.63
2023-10-06 06:29:16                    21.598
2023-10-06 06:30:10                     21.62
2023-10-06 06:33:18                    21.595
2023-10-06 06:34:12                    21.618
2023-10-06 06:43:37                    21.593
2023-10-06 06:46:18                    21.618
2023-10-06 06:48:33                    21.595
2023-10-06 06:53:56                    21.632
2023-10-06 06:54:22                    21.603
2023-10-06 06:54:49                    21.581
2023-10-06 06:58:25                    21.623
2023-10-06 06:58:51                    21.592
2023-10-06 07:07:49                     21.57
2023-10-06 07:10:04                    21.592
2023-10-06 07:10:58                    21.564
2023-10-06 07:13:39                    21.589
2023-10-06 07:15:00                    21.567
2023-10-06 07:17:14                    21.592
2023-10-06 07:17:41                    21.558
2023-10-06 07:25:18                    21.581
2023-10-06 07:25:45                    21.559
2023-10-06 07:26:39                    21.523
2023-10-06 07:27:33                    21.553
2023-10-06 07:29:47                    21.528
2023-10-06 07:30:14                    21.554
2023-10-06 07:30:41                    21.574
2023-10-06 07:31:08                    21.533
2023-10-06 07:33:22                    21.559
2023-10-06 07:34:16                    21.523
2023-10-06 07:35:10                    21.548
2023-10-06 07:36:57                    21.574
2023-10-06 07:37:24                    21.533
2023-10-06 07:40:32                    21.555
2023-10-06 07:41:26                    21.523
2023-10-06 07:43:14                    21.545
2023-10-06 07:44:08                    21.513
2023-10-06 07:44:34                     21.55
2023-10-06 07:45:28                    21.525
2023-10-06 07:47:43                    21.553
2023-10-06 07:49:03                     21.52
2023-10-06 07:50:24                    21.545
2023-10-06 07:53:05                    21.523
2023-10-06 08:02:03                    21.558
2023-10-06 08:02:30                    21.518
2023-10-06 08:03:24                    21.542
2023-10-06 08:05:39                    21.516
2023-10-06 08:08:47                    21.538
2023-10-06 08:11:01                    21.508
2023-10-06 08:11:28                     21.53
2023-10-06 08:14:09                    21.506
2023-10-06 08:15:30                    21.543
2023-10-06 08:16:24                    21.511
2023-10-06 08:17:18                    21.533
2023-10-06 08:19:32                    21.511
2023-10-06 08:21:47                    21.533
2023-10-06 08:28:03                    21.493
2023-10-06 08:28:30                    21.523
2023-10-06 08:34:20                    21.496
2023-10-06 08:35:14                    21.521
2023-10-06 08:40:36                    21.543
2023-10-06 08:41:03                    21.511
2023-10-06 08:43:45                    21.533
2023-10-06 08:45:59                    21.511
2023-10-06 08:49:34                    21.533
2023-10-06 08:56:44                    21.498
2023-10-06 08:57:11                    21.521
2023-10-06 08:58:05                    21.542
2023-10-06 08:59:26                    21.513
2023-10-06 08:59:53                     21.54
2023-10-06 09:00:46                    21.518
2023-10-06 09:01:40                     21.54
2023-10-06 09:03:28                    21.516
2023-10-06 09:04:48                    21.542
2023-10-06 09:09:17                     21.52
2023-10-06 09:11:32                     21.55
2023-10-06 09:11:59                    21.525
2023-10-06 09:12:26                     21.55
2023-10-06 09:12:53                    21.573
2023-10-06 09:14:13                    21.536
2023-10-06 09:14:40                    21.571
2023-10-06 09:15:34                    21.534
2023-10-06 09:19:09                    21.572
2023-10-06 09:20:57                    21.551
2023-10-06 09:22:17                    21.582
2023-10-06 09:23:11                    21.551
2023-10-06 09:25:26                    21.575
2023-10-06 09:29:01                    21.607
2023-10-06 09:29:28                    21.584
2023-10-06 09:32:36                    21.607
2023-10-06 09:36:11                     21.63
2023-10-06 09:36:38                    21.577
2023-10-06 09:37:05                    21.623
2023-10-06 09:38:26                    21.583
2023-10-06 09:38:53                    21.613
2023-10-06 09:42:55                    21.585
2023-10-06 09:43:22                    21.623
2023-10-06 09:55:55                     21.65
2023-10-06 10:00:24                    21.625
2023-10-06 10:01:17                    21.665
2023-10-06 10:01:44                    21.693
2023-10-06 10:02:38                    21.661
2023-10-06 10:04:26                    21.708
2023-10-06 10:04:53                    21.687
2023-10-06 10:08:01                     21.73
2023-10-06 10:08:55                    21.697
2023-10-06 10:10:42                     21.74
2023-10-06 10:12:03                     21.71
2023-10-06 10:12:57                    21.743
2023-10-06 10:13:24                    21.714
2023-10-06 10:13:51                     21.74
2023-10-06 10:14:18                    21.718
2023-10-06 10:15:11                    21.745
2023-10-06 10:16:59                    21.706
2023-10-06 10:17:26                    21.763
2023-10-06 10:17:53                    21.731
2023-10-06 10:29:32                    21.755
2023-10-06 10:30:26                    21.733
2023-10-06 10:30:53                    21.758
2023-10-06 10:36:16                    21.735
2023-10-06 10:38:30                    21.765
2023-10-06 10:38:57                    21.735
2023-10-06 10:39:51                    21.763
2023-10-06 10:46:34                    21.743
2023-10-06 10:47:55                    21.785
2023-10-06 10:48:49                    21.745
2023-10-06 10:51:03                    21.778
2023-10-06 10:52:24                    21.753
2023-10-06 10:52:51                    21.788
2023-10-06 10:53:18                    21.753
2023-10-06 10:55:05                    21.784
2023-10-06 10:56:26                    21.761
2023-10-06 10:57:47                    21.811
2023-10-06 10:58:14                    21.751
2023-10-06 10:58:40                    21.774
2023-10-06 11:09:53                    21.796
