        Date        hcnps_intlk_cz_t_front_29
2023-11-09 00:00:00                    19.143
2023-11-09 00:00:13                    19.178
2023-11-09 00:02:01                    19.156
2023-11-09 00:12:20                    19.132
2023-11-09 00:12:47                    19.159
2023-11-09 00:15:29                    19.136
2023-11-09 00:27:09                      19.1
2023-11-09 00:28:02                    19.122
2023-11-09 00:33:52                    19.087
2023-11-09 00:35:13                    19.108
2023-11-09 00:38:48                    19.072
2023-11-09 00:39:15                    19.107
2023-11-09 00:41:03                    19.082
2023-11-09 00:41:30                    19.105
2023-11-09 00:44:11                    19.082
2023-11-09 00:48:14                    19.055
2023-11-09 00:48:40                    19.082
2023-11-09 00:49:07                    19.054
2023-11-09 00:50:01                    19.085
2023-11-09 00:52:16                    19.045
2023-11-09 00:53:10                    19.073
2023-11-09 00:53:36                    19.048
2023-11-09 00:56:18                    19.076
2023-11-09 00:58:33                     19.04
2023-11-09 01:00:47                    19.073
2023-11-09 01:01:14                     19.04
2023-11-09 01:02:08                    19.073
2023-11-09 01:02:35                    19.051
2023-11-09 01:06:37                    19.022
2023-11-09 01:07:04                    19.048
2023-11-09 01:07:31                        19
2023-11-09 01:07:58                    19.023
2023-11-09 01:09:46                    19.045
2023-11-09 01:11:06                    19.008
2023-11-09 01:12:00                    19.031
2023-11-09 01:15:36                    19.001
2023-11-09 01:16:56                    19.023
2023-11-09 01:18:17                    19.001
2023-11-09 01:19:11                    19.029
2023-11-09 01:20:59                    18.988
2023-11-09 01:21:25                    19.011
2023-11-09 01:25:55                    18.987
2023-11-09 01:26:22                    19.008
2023-11-09 01:29:30                    18.987
2023-11-09 01:42:57                    18.962
2023-11-09 01:43:24                    18.994
2023-11-09 01:43:51                    18.964
2023-11-09 01:55:04                    18.932
2023-11-09 01:55:58                    18.967
2023-11-09 01:56:25                    18.942
2023-11-09 01:56:52                    18.974
2023-11-09 01:57:46                     18.95
2023-11-09 02:01:21                    18.927
2023-11-09 02:03:09                    18.959
2023-11-09 02:03:35                    18.929
2023-11-09 02:04:29                    18.952
2023-11-09 02:06:17                    18.914
2023-11-09 02:06:44                    18.947
2023-11-09 02:08:05                    18.917
2023-11-09 02:08:31                     18.94
2023-11-09 02:09:25                    18.915
2023-11-09 02:11:40                    18.937
2023-11-09 02:13:01                    18.903
2023-11-09 02:13:27                    18.925
2023-11-09 02:19:17                    18.895
2023-11-09 02:21:59                    18.922
2023-11-09 02:22:26                      18.9
2023-11-09 02:24:13                     18.92
2023-11-09 02:24:40                    18.888
2023-11-09 02:30:03                    18.856
2023-11-09 02:30:30                    18.888
2023-11-09 02:34:32                    18.863
2023-11-09 02:35:26                    18.888
2023-11-09 02:37:14                    18.868
2023-11-09 02:41:16                    18.893
2023-11-09 02:42:10                    18.863
2023-11-09 02:46:39                    18.838
2023-11-09 02:47:06                    18.875
2023-11-09 02:47:33                    18.846
2023-11-09 02:48:54                    18.883
2023-11-09 02:49:20                    18.851
2023-11-09 02:51:08                    18.828
2023-11-09 02:52:29                    18.855
2023-11-09 02:57:52                    18.833
2023-11-09 03:00:33                    18.856
2023-11-09 03:01:00                    18.811
2023-11-09 03:01:27                    18.861
2023-11-09 03:01:54                    18.836
2023-11-09 03:07:17                    18.809
2023-11-09 03:08:11                    18.843
2023-11-09 03:08:38                    18.821
2023-11-09 03:14:01                    18.799
2023-11-09 03:14:28                    18.826
2023-11-09 03:15:49                    18.799
2023-11-09 03:16:42                    18.843
2023-11-09 03:17:09                    18.799
2023-11-09 03:18:03                    18.821
2023-11-09 03:20:18                    18.801
2023-11-09 03:23:53                    18.821
2023-11-09 03:24:47                    18.801
2023-11-09 03:25:41                    18.838
2023-11-09 03:26:08                    18.801
2023-11-09 03:39:08                    18.777
2023-11-09 03:41:23                    18.801
2023-11-09 03:41:50                    18.774
2023-11-09 03:53:03                    18.747
2023-11-09 03:55:17                    18.769
2023-11-09 03:57:32                    18.747
2023-11-09 04:03:22                    18.769
2023-11-09 04:03:49                    18.747
2023-11-09 04:11:53                    18.725
2023-11-09 04:12:47                    18.747
2023-11-09 04:15:02                     18.72
2023-11-09 04:15:29                    18.742
2023-11-09 04:23:33                    18.707
2023-11-09 04:24:00                     18.74
2023-11-09 04:24:27                    18.707
2023-11-09 04:25:21                     18.73
2023-11-09 04:27:08                    18.698
2023-11-09 04:27:35                     18.72
2023-11-09 04:28:56                    18.698
2023-11-09 04:29:50                     18.72
2023-11-09 04:32:31                    18.693
2023-11-09 04:32:58                     18.72
2023-11-09 04:34:46                    18.695
2023-11-09 04:35:13                    18.722
2023-11-09 04:37:00                    18.688
2023-11-09 04:37:54                    18.712
2023-11-09 04:41:56                    18.688
2023-11-09 04:53:09                    18.665
2023-11-09 04:54:30                    18.698
2023-11-09 04:58:05                    18.675
2023-11-09 05:03:55                    18.698
2023-11-09 05:04:49                    18.658
2023-11-09 05:05:43                    18.688
2023-11-09 05:08:51                    18.658
2023-11-09 05:09:18                     18.68
2023-11-09 05:11:32                    18.653
2023-11-09 05:12:53                    18.678
2023-11-09 05:13:47                    18.653
2023-11-09 05:15:08                     18.68
2023-11-09 05:16:02                    18.656
2023-11-09 05:19:37                     18.68
2023-11-09 05:20:58                    18.653
2023-11-09 05:28:35                    18.626
2023-11-09 05:29:02                    18.653
2023-11-09 05:33:04                    18.631
2023-11-09 05:36:39                     18.66
2023-11-09 05:37:06                    18.633
2023-11-09 05:38:27                    18.656
2023-11-09 05:39:48                    18.628
2023-11-09 05:40:15                    18.653
2023-11-09 05:41:35                    18.631
2023-11-09 05:52:21                    18.609
2023-11-09 05:57:17                    18.633
2023-11-09 05:59:05                    18.609
2023-11-09 06:00:26                    18.631
2023-11-09 06:00:53                    18.606
2023-11-09 06:03:34                    18.636
2023-11-09 06:05:49                    18.601
2023-11-09 06:08:03                    18.623
2023-11-09 06:08:30                    18.586
2023-11-09 06:08:57                    18.618
2023-11-09 06:12:05                    18.594
2023-11-09 06:12:32                    18.622
2023-11-09 06:13:26                    18.596
2023-11-09 06:15:14                    18.623
2023-11-09 06:16:08                    18.601
2023-11-09 06:24:12                    18.579
2023-11-09 06:25:33                    18.601
2023-11-09 06:31:22                    18.576
2023-11-09 06:37:12                    18.599
2023-11-09 06:37:39                    18.576
2023-11-09 06:39:27                    18.601
2023-11-09 06:40:20                    18.579
2023-11-09 06:43:02                    18.614
2023-11-09 06:43:29                    18.581
2023-11-09 06:46:37                    18.607
2023-11-09 06:47:04                    18.582
2023-11-09 06:55:35                    18.559
2023-11-09 06:57:50                    18.598
2023-11-09 06:58:17                    18.569
2023-11-09 06:59:38                    18.593
2023-11-09 07:00:04                    18.552
2023-11-09 07:01:52                    18.577
2023-11-09 07:02:19                     18.55
2023-11-09 07:02:46                    18.582
2023-11-09 07:03:13                    18.559
2023-11-09 07:05:00                     18.58
2023-11-09 07:08:09                    18.555
2023-11-09 07:08:36                    18.583
2023-11-09 07:10:50                    18.555
2023-11-09 07:11:17                    18.587
2023-11-09 07:11:44                    18.565
2023-11-09 07:12:38                    18.587
2023-11-09 07:13:59                    18.554
2023-11-09 07:16:13                    18.575
2023-11-09 07:20:42                    18.598
2023-11-09 07:21:09                    18.573
2023-11-09 07:34:37                    18.604
2023-11-09 07:35:30                    18.558
2023-11-09 07:35:57                    18.589
2023-11-09 07:40:53                    18.566
2023-11-09 07:44:56                    18.604
2023-11-09 07:46:16                    18.571
2023-11-09 07:46:43                    18.602
2023-11-09 07:50:19                    18.575
2023-11-09 07:54:21                    18.597
2023-11-09 07:54:48                    18.568
2023-11-09 07:55:15                    18.589
2023-11-09 07:55:41                    18.557
2023-11-09 07:57:02                    18.596
2023-11-09 07:57:29                    18.573
2023-11-09 08:01:04                    18.598
2023-11-09 08:01:58                    18.575
2023-11-09 08:08:15                    18.598
2023-11-09 08:09:09                     18.57
2023-11-09 08:09:36                    18.592
2023-11-09 08:14:32                    18.557
2023-11-09 08:14:59                    18.586
2023-11-09 08:17:13                     18.56
2023-11-09 08:17:40                    18.583
2023-11-09 08:18:34                    18.553
2023-11-09 08:19:01                    18.588
2023-11-09 08:19:28                    18.555
2023-11-09 08:19:55                    18.588
2023-11-09 08:22:36                     18.56
2023-11-09 08:30:14                    18.586
2023-11-09 08:31:34                     18.55
2023-11-09 08:32:01                    18.575
2023-11-09 08:34:16                    18.554
2023-11-09 08:34:43                    18.581
2023-11-09 08:35:10                     18.56
2023-11-09 08:36:30                    18.591
2023-11-09 08:37:24                    18.568
2023-11-09 08:49:31                    18.546
2023-11-09 08:50:25                    18.576
2023-11-09 08:52:12                    18.546
2023-11-09 08:55:21                    18.568
2023-11-09 08:58:02                    18.541
2023-11-09 09:05:40                    18.563
2023-11-09 09:07:54                    18.539
2023-11-09 09:12:23                    18.561
2023-11-09 09:12:50                    18.531
2023-11-09 09:17:46                    18.556
2023-11-09 09:18:13                    18.531
2023-11-09 09:19:07                    18.556
2023-11-09 09:19:34                    18.519
2023-11-09 09:20:28                    18.541
2023-11-09 09:26:45                    18.517
2023-11-09 09:27:38                    18.541
2023-11-09 09:29:26                    18.512
2023-11-09 09:31:41                    18.539
2023-11-09 09:37:04                    18.514
2023-11-09 09:39:45                    18.536
2023-11-09 09:41:06                    18.504
2023-11-09 09:42:26                    18.539
2023-11-09 09:42:53                    18.517
2023-11-09 09:43:20                    18.541
2023-11-09 09:43:47                    18.517
2023-11-09 09:48:43                    18.539
2023-11-09 09:49:10                    18.512
2023-11-09 09:49:37                    18.536
2023-11-09 09:51:25                    18.512
2023-11-09 09:52:18                    18.536
2023-11-09 09:52:45                    18.509
2023-11-09 09:56:21                    18.534
2023-11-09 09:56:48                    18.509
2023-11-09 10:02:38                    18.484
2023-11-09 10:03:05                    18.509
2023-11-09 10:08:54                    18.484
2023-11-09 10:11:36                    18.507
2023-11-09 10:12:30                    18.484
