        Date        hcnps_intlk_cz_t_back_7
2023-11-19 00:00:00                  22.451
2023-11-19 00:09:48                  22.426
2023-11-19 00:11:49                  22.453
2023-11-19 00:12:13                  22.431
2023-11-19 00:13:01                   22.46
2023-11-19 00:13:26                  22.414
2023-11-19 00:13:50                  22.446
2023-11-19 00:17:03                  22.424
2023-11-19 00:17:28                  22.465
2023-11-19 00:17:52                  22.401
2023-11-19 00:18:16                  22.429
2023-11-19 00:19:53                  22.458
2023-11-19 00:21:06                  22.429
2023-11-19 00:21:30                  22.451
2023-11-19 00:27:09                  22.429
2023-11-19 00:28:46                   22.46
2023-11-19 00:30:23                  22.419
2023-11-19 00:31:59                  22.441
2023-11-19 00:34:01                  22.467
2023-11-19 00:34:25                  22.446
2023-11-19 00:38:03                  22.423
2023-11-19 00:40:52                  22.443
2023-11-19 00:44:06                  22.468
2023-11-19 00:44:30                  22.441
2023-11-19 00:50:58                  22.463
2023-11-19 00:51:46                  22.429
2023-11-19 00:53:47                  22.458
2023-11-19 00:57:01                   22.48
2023-11-19 00:57:25                  22.458
2023-11-19 01:00:15                  22.478
2023-11-19 01:00:39                  22.502
2023-11-19 01:01:03                  22.453
2023-11-19 01:01:27                   22.48
2023-11-19 01:05:05                  22.458
2023-11-19 01:05:29                  22.482
2023-11-19 01:06:18                  22.448
2023-11-19 01:07:30                   22.49
2023-11-19 01:08:19                  22.441
2023-11-19 01:09:56                  22.462
2023-11-19 01:13:58                  22.485
2023-11-19 01:14:22                  22.446
2023-11-19 01:14:46                   22.47
2023-11-19 01:16:23                  22.429
2023-11-19 01:19:37                   22.45
2023-11-19 01:26:05                  22.483
2023-11-19 01:26:29                  22.448
2023-11-19 01:28:54                  22.424
2023-11-19 01:30:55                  22.451
2023-11-19 01:32:56                  22.419
2023-11-19 01:34:33                  22.448
2023-11-19 01:37:23                  22.414
2023-11-19 01:37:47                  22.438
2023-11-19 01:41:25                  22.472
2023-11-19 01:41:49                  22.448
2023-11-19 01:44:14                  22.423
2023-11-19 01:44:39                  22.461
2023-11-19 01:45:03                  22.436
2023-11-19 01:53:07                  22.464
2023-11-19 01:55:32                  22.439
2023-11-19 01:57:09                  22.463
2023-11-19 01:57:58                  22.436
2023-11-19 01:58:22                  22.457
2023-11-19 02:02:49                  22.486
2023-11-19 02:03:13                  22.459
2023-11-19 02:05:38                  22.481
2023-11-19 02:06:02                  22.448
2023-11-19 02:06:51                  22.477
2023-11-19 02:07:15                  22.445
2023-11-19 02:10:53                  22.475
2023-11-19 02:11:17                   22.44
2023-11-19 02:11:41                  22.469
2023-11-19 02:12:30                  22.446
2023-11-19 02:13:18                  22.469
2023-11-19 02:15:43                  22.446
2023-11-19 02:16:08                  22.478
2023-11-19 02:19:46                  22.433
2023-11-19 02:20:10                  22.488
2023-11-19 02:20:34                  22.456
2023-11-19 02:20:58                  22.483
2023-11-19 02:21:22                  22.453
2023-11-19 02:22:59                  22.492
2023-11-19 02:23:48                  22.451
2023-11-19 02:25:00                  22.476
2023-11-19 02:26:13                  22.445
2023-11-19 02:27:01                  22.471
2023-11-19 02:29:27                  22.449
2023-11-19 02:30:15                  22.478
2023-11-19 02:31:28                  22.504
2023-11-19 02:31:52                  22.468
2023-11-19 02:36:18                  22.443
2023-11-19 02:37:31                  22.478
2023-11-19 02:37:55                  22.428
2023-11-19 02:38:19                  22.456
2023-11-19 02:39:08                  22.489
2023-11-19 02:39:32                  22.448
2023-11-19 02:41:09                  22.475
2023-11-19 02:43:34                  22.455
2023-11-19 02:43:58                  22.475
2023-11-19 02:51:14                  22.451
2023-11-19 02:52:27                  22.483
2023-11-19 02:52:51                  22.444
2023-11-19 02:54:28                  22.478
2023-11-19 02:54:52                  22.456
2023-11-19 03:00:55                  22.478
2023-11-19 03:01:19                  22.451
2023-11-19 03:03:21                  22.497
2023-11-19 03:04:09                  22.461
2023-11-19 03:08:11                  22.438
2023-11-19 03:09:24                  22.463
2023-11-19 03:10:12                  22.419
2023-11-19 03:10:37                   22.44
2023-11-19 03:12:13                  22.465
2023-11-19 03:13:02                  22.443
2023-11-19 03:14:14                  22.474
2023-11-19 03:14:39                  22.446
2023-11-19 03:16:16                  22.476
2023-11-19 03:19:05                  22.454
2023-11-19 03:20:18                  22.486
2023-11-19 03:20:42                  22.458
2023-11-19 03:24:20                  22.428
2023-11-19 03:25:08                  22.487
2023-11-19 03:25:33                  22.458
2023-11-19 03:25:57                  22.423
2023-11-19 03:26:21                  22.468
2023-11-19 03:27:09                  22.431
2023-11-19 03:27:34                  22.458
2023-11-19 03:28:22                  22.431
2023-11-19 03:28:46                  22.455
2023-11-19 03:31:36                  22.428
2023-11-19 03:32:00                  22.461
2023-11-19 03:42:30                   22.44
2023-11-19 03:42:54                  22.467
2023-11-19 03:44:55                   22.49
2023-11-19 03:46:32                   22.46
2023-11-19 03:48:33                  22.496
2023-11-19 03:48:57                   22.47
2023-11-19 03:52:11                  22.438
2023-11-19 03:52:59                  22.462
2023-11-19 03:53:23                  22.441
2023-11-19 03:56:13                  22.473
2023-11-19 03:56:37                   22.45
2023-11-19 04:00:39                  22.475
2023-11-19 04:01:04                  22.429
2023-11-19 04:01:28                  22.468
2023-11-19 04:01:52                  22.446
2023-11-19 04:03:05                  22.472
2023-11-19 04:03:29                  22.445
2023-11-19 04:05:06                   22.47
2023-11-19 04:05:30                  22.438
2023-11-19 04:05:54                   22.47
2023-11-19 04:16:48                  22.448
2023-11-19 04:18:01                  22.472
2023-11-19 04:18:25                  22.446
2023-11-19 04:18:49                   22.47
2023-11-19 04:19:13                  22.438
2023-11-19 04:19:37                  22.476
2023-11-19 04:20:26                  22.453
2023-11-19 04:21:14                  22.478
2023-11-19 04:21:38                  22.436
2023-11-19 04:29:19                  22.462
2023-11-19 04:29:43                  22.434
2023-11-19 04:31:44                   22.46
2023-11-19 04:33:45                  22.482
2023-11-19 04:34:57                  22.453
2023-11-19 04:36:10                  22.482
2023-11-19 04:38:35                  22.438
2023-11-19 04:44:39                  22.416
2023-11-19 04:45:03                  22.438
2023-11-19 04:45:27                  22.416
2023-11-19 04:45:51                   22.44
2023-11-19 04:46:40                  22.409
2023-11-19 04:47:28                   22.45
2023-11-19 04:53:31                  22.414
2023-11-19 04:54:20                  22.441
2023-11-19 04:55:57                  22.412
2023-11-19 04:56:21                  22.448
2023-11-19 04:57:34                  22.423
2023-11-19 05:02:24                  22.455
2023-11-19 05:03:13                  22.424
2023-11-19 05:04:01                  22.463
2023-11-19 05:04:25                  22.416
2023-11-19 05:06:26                  22.443
2023-11-19 05:06:50                  22.421
2023-11-19 05:07:15                  22.443
2023-11-19 05:07:39                  22.423
2023-11-19 05:08:51                  22.402
2023-11-19 05:09:16                  22.446
2023-11-19 05:10:28                  22.416
2023-11-19 05:10:53                  22.439
2023-11-19 05:13:42                  22.414
2023-11-19 05:15:19                  22.436
2023-11-19 05:18:33                  22.392
2023-11-19 05:18:57                  22.446
2023-11-19 05:24:36                  22.467
2023-11-19 05:25:00                  22.441
2023-11-19 05:25:24                   22.47
2023-11-19 05:26:37                  22.446
2023-11-19 05:28:38                  22.419
2023-11-19 05:29:26                  22.445
2023-11-19 05:30:39                  22.419
2023-11-19 05:31:03                  22.394
2023-11-19 05:31:27                  22.416
2023-11-19 05:33:04                  22.394
2023-11-19 05:33:28                  22.424
2023-11-19 05:34:17                  22.397
2023-11-19 05:36:18                  22.431
2023-11-19 05:36:42                  22.404
2023-11-19 05:44:22                  22.434
2023-11-19 05:44:46                  22.389
2023-11-19 05:45:11                  22.412
2023-11-19 05:48:24                  22.434
2023-11-19 05:49:37                  22.399
2023-11-19 05:50:01                   22.44
2023-11-19 05:51:14                  22.418
2023-11-19 05:59:42                  22.446
2023-11-19 06:00:31                  22.424
2023-11-19 06:02:56                  22.446
2023-11-19 06:03:20                  22.416
2023-11-19 06:04:09                  22.438
2023-11-19 06:09:48                   22.46
2023-11-19 06:10:12                  22.434
2023-11-19 06:13:02                  22.412
2023-11-19 06:14:14                  22.443
2023-11-19 06:14:39                  22.423
2023-11-19 06:15:51                  22.451
2023-11-19 06:17:28                  22.412
2023-11-19 06:18:41                  22.446
2023-11-19 06:20:18                  22.423
2023-11-19 06:24:44                  22.443
2023-11-19 06:27:58                  22.472
2023-11-19 06:29:59                  22.448
2023-11-19 06:32:00                  22.475
2023-11-19 06:32:24                  22.441
2023-11-19 06:34:01                  22.468
2023-11-19 06:34:25                  22.438
2023-11-19 06:34:49                  22.482
