        Date        hcnps_intlk_cz_t_back_35
2023-10-09 00:00:00                   18.895
2023-10-09 00:03:26                   18.869
2023-10-09 00:04:47                     18.9
2023-10-09 00:06:07                   18.866
2023-10-09 00:13:45                   18.838
2023-10-09 00:15:59                   18.869
2023-10-09 00:16:26                   18.848
2023-10-09 00:16:53                   18.825
2023-10-09 00:19:08                    18.78
2023-10-09 00:19:34                   18.825
2023-10-09 00:23:10                     18.8
2023-10-09 00:26:18                   18.828
2023-10-09 00:27:12                   18.803
2023-10-09 00:27:39                   18.782
2023-10-09 00:28:59                   18.808
2023-10-09 00:29:26                    18.78
2023-10-09 00:36:10                   18.747
2023-10-09 00:36:37                   18.777
2023-10-09 00:43:20                    18.74
2023-10-09 00:44:14                   18.765
2023-10-09 00:48:43                   18.732
2023-10-09 00:49:10                   18.757
2023-10-09 01:00:22                   18.778
2023-10-09 01:08:26                     18.8
2023-10-09 01:11:08                   18.827
2023-10-09 01:11:35                   18.795
2023-10-09 01:12:02                   18.824
2023-10-09 01:16:31                   18.847
2023-10-09 01:24:08                   18.868
2023-10-09 01:26:23                   18.838
2023-10-09 01:26:49                   18.872
2023-10-09 01:27:43                   18.845
2023-10-09 01:29:04                    18.89
2023-10-09 01:29:31                    18.84
2023-10-09 01:31:18                   18.875
2023-10-09 01:33:33                   18.898
2023-10-09 01:37:35                   18.877
2023-10-09 01:38:02                   18.909
2023-10-09 01:40:17                   18.942
2023-10-09 01:40:43                   18.907
2023-10-09 01:42:04                   18.929
2023-10-09 01:45:39                   18.962
2023-10-09 01:48:21                    18.94
2023-10-09 01:53:44                   18.977
2023-10-09 01:55:04                    18.95
2023-10-09 01:55:31                   18.973
2023-10-09 01:57:19                   18.952
2023-10-09 02:00:54                    18.93
2023-10-09 02:01:48                   18.952
2023-10-09 02:15:15                    18.92
2023-10-09 02:16:09                   18.947
2023-10-09 02:17:02                   18.925
2023-10-09 02:17:56                   18.947
2023-10-09 02:21:05                   18.923
2023-10-09 02:21:58                   18.947
2023-10-09 02:22:52                    18.91
2023-10-09 02:23:19                   18.942
2023-10-09 02:23:46                   18.915
2023-10-09 02:26:01                    18.94
2023-10-09 02:28:15                    18.91
2023-10-09 02:35:25                   18.887
2023-10-09 02:37:13                   18.908
2023-10-09 02:38:34                   18.882
2023-10-09 02:40:21                   18.859
2023-10-09 02:40:48                   18.894
2023-10-09 02:41:42                   18.867
2023-10-09 02:46:38                   18.842
2023-10-09 02:47:05                   18.875
2023-10-09 02:47:32                   18.826
2023-10-09 02:48:26                   18.857
2023-10-09 02:49:46                   18.836
2023-10-09 02:53:21                   18.805
2023-10-09 02:53:48                    18.83
2023-10-09 02:55:09                     18.8
2023-10-09 03:02:19                   18.771
2023-10-09 03:02:46                   18.798
2023-10-09 03:03:13                   18.774
2023-10-09 03:11:17                   18.746
2023-10-09 03:11:44                   18.771
2023-10-09 03:15:19                   18.741
2023-10-09 03:15:46                   18.763
2023-10-09 03:16:13                    18.74
2023-10-09 03:16:40                   18.761
2023-10-09 03:19:22                   18.732
2023-10-09 03:22:30                   18.753
2023-10-09 03:22:57                    18.73
2023-10-09 03:25:38                   18.697
2023-10-09 03:26:05                   18.721
2023-10-09 03:26:32                   18.697
2023-10-09 03:29:40                   18.669
2023-10-09 03:32:49                   18.691
2023-10-09 03:34:09                   18.659
2023-10-09 03:36:24                   18.692
2023-10-09 03:36:51                   18.656
2023-10-09 03:46:43                   18.629
2023-10-09 03:48:03                   18.653
2023-10-09 03:52:59                   18.631
2023-10-09 03:56:35                   18.656
2023-10-09 03:57:01                   18.634
2023-10-09 04:04:12                   18.669
2023-10-09 04:06:53                   18.648
2023-10-09 04:08:41                   18.677
2023-10-09 04:10:28                   18.634
2023-10-09 04:10:55                   18.681
2023-10-09 04:14:31                   18.702
2023-10-09 04:14:57                   18.682
2023-10-09 04:16:45                   18.703
2023-10-09 04:18:33                   18.669
2023-10-09 04:19:00                   18.704
2023-10-09 04:20:47                    18.73
2023-10-09 04:27:31                   18.756
2023-10-09 04:27:58                   18.734
2023-10-09 04:31:33                   18.756
2023-10-09 04:34:14                   18.734
2023-10-09 04:35:08                   18.756
2023-10-09 04:36:02                   18.783
2023-10-09 04:36:56                   18.756
2023-10-09 04:38:43                   18.781
2023-10-09 04:39:37                   18.754
2023-10-09 04:40:04                   18.792
2023-10-09 04:40:31                   18.766
2023-10-09 04:41:25                   18.807
2023-10-09 04:41:51                   18.784
2023-10-09 04:45:27                   18.812
2023-10-09 04:46:21                   18.787
2023-10-09 04:46:47                   18.815
2023-10-09 04:49:29                   18.838
2023-10-09 04:53:04                   18.863
2023-10-09 04:53:58                   18.833
2023-10-09 04:55:18                   18.863
2023-10-09 04:56:12                   18.836
2023-10-09 04:58:27                   18.866
2023-10-09 04:59:21                   18.844
2023-10-09 05:00:14                   18.866
2023-10-09 05:02:02                   18.841
2023-10-09 05:03:23                   18.863
2023-10-09 05:05:10                   18.831
2023-10-09 05:06:04                   18.853
2023-10-09 05:08:19                   18.829
2023-10-09 05:08:45                   18.853
2023-10-09 05:15:56                   18.831
2023-10-09 05:16:50                   18.866
2023-10-09 05:17:17                   18.839
2023-10-09 05:32:04                   18.811
2023-10-09 05:33:52                   18.835
2023-10-09 05:37:00                   18.814
2023-10-09 05:43:44                   18.793
2023-10-09 05:44:37                   18.818
2023-10-09 05:46:52                   18.793
2023-10-09 05:51:48                   18.755
2023-10-09 05:52:15                   18.803
2023-10-09 05:52:42                   18.778
2023-10-09 05:53:35                   18.803
2023-10-09 05:54:02                   18.765
2023-10-09 05:57:37                   18.739
2023-10-09 06:02:33                   18.709
2023-10-09 06:03:00                   18.742
2023-10-09 06:03:54                   18.719
2023-10-09 06:09:17                   18.697
2023-10-09 06:15:06                   18.675
2023-10-09 06:16:54                   18.697
2023-10-09 06:17:21                   18.672
2023-10-09 06:20:02                   18.709
2023-10-09 06:20:29                   18.682
2023-10-09 06:22:17                   18.656
2023-10-09 06:26:19                   18.687
2023-10-09 06:26:46                   18.636
2023-10-09 06:30:48                   18.615
2023-10-09 06:32:35                    18.59
