        Date        hcnps_intlk_cz_t_back_38
2023-10-10 00:00:00                   12.754
2023-10-10 00:05:21                   12.732
2023-10-10 00:08:29                   12.709
2023-10-10 00:08:56                    12.73
2023-10-10 00:11:38                   12.708
2023-10-10 00:12:58                   12.737
2023-10-10 00:13:52                   12.708
2023-10-10 00:15:40                   12.738
2023-10-10 00:16:07                   12.707
2023-10-10 00:18:48                   12.687
2023-10-10 00:29:07                   12.665
2023-10-10 00:29:34                    12.69
2023-10-10 00:34:03                   12.657
2023-10-10 00:34:30                   12.682
2023-10-10 00:42:34                   12.649
2023-10-10 00:43:01                   12.672
2023-10-10 00:43:28                   12.651
2023-10-10 00:43:55                   12.674
2023-10-10 00:45:16                   12.651
2023-10-10 00:47:03                   12.674
2023-10-10 00:48:51                   12.632
2023-10-10 00:49:18                   12.662
2023-10-10 00:51:05                   12.626
2023-10-10 00:51:32                   12.659
2023-10-10 00:51:59                   12.636
2023-10-10 00:52:26                   12.662
2023-10-10 00:52:53                   12.631
2023-10-10 00:53:20                   12.654
2023-10-10 00:56:55                   12.621
2023-10-10 00:57:22                   12.649
2023-10-10 00:57:49                   12.627
2023-10-10 00:58:43                   12.654
2023-10-10 00:59:10                   12.626
2023-10-10 01:04:59                   12.651
2023-10-10 01:05:53                   12.621
2023-10-10 01:14:24                     12.6
2023-10-10 01:19:47                   12.621
2023-10-10 01:20:14                   12.597
2023-10-10 01:20:41                   12.636
2023-10-10 01:21:08                   12.583
2023-10-10 01:22:55                   12.611
2023-10-10 01:26:58                   12.642
2023-10-10 01:27:24                   12.611
2023-10-10 01:29:12                   12.637
2023-10-10 01:31:27                   12.661
2023-10-10 01:32:20                   12.636
2023-10-10 01:32:47                   12.661
2023-10-10 01:33:14                   12.636
2023-10-10 01:34:35                   12.661
2023-10-10 01:38:10                   12.691
2023-10-10 01:38:37                   12.667
2023-10-10 01:41:18                   12.692
2023-10-10 01:46:14                   12.717
2023-10-10 01:46:41                   12.682
2023-10-10 01:47:35                   12.719
2023-10-10 01:48:02                   12.675
2023-10-10 01:48:29                    12.72
2023-10-10 01:48:56                   12.692
2023-10-10 01:50:16                   12.713
2023-10-10 01:54:18                   12.745
2023-10-10 01:54:45                    12.72
2023-10-10 01:56:06                    12.75
2023-10-10 01:58:21                   12.786
2023-10-10 02:04:10                   12.809
2023-10-10 02:07:46                    12.83
2023-10-10 02:14:29                    12.86
2023-10-10 02:19:25                   12.891
2023-10-10 02:21:40                   12.914
2023-10-10 02:23:00                   12.878
2023-10-10 02:23:27                   12.927
2023-10-10 02:25:15                   12.896
2023-10-10 02:26:35                   12.924
2023-10-10 02:30:11                   12.944
2023-10-10 02:31:58                   12.919
2023-10-10 02:33:19                   12.949
2023-10-10 02:34:13                   12.914
2023-10-10 02:36:01                   12.954
2023-10-10 02:36:27                   12.912
2023-10-10 02:37:21                   12.934
2023-10-10 02:40:29                   12.912
2023-10-10 02:40:56                   12.938
2023-10-10 02:43:38                   12.892
2023-10-10 02:44:32                   12.924
2023-10-10 02:46:46                   12.946
2023-10-10 02:47:13                   12.914
2023-10-10 02:50:48                   12.881
2023-10-10 02:51:15                   12.904
2023-10-10 02:53:57                   12.881
2023-10-10 02:54:23                   12.912
2023-10-10 02:57:32                   12.884
2023-10-10 02:57:59                   12.909
2023-10-10 03:00:13                   12.889
2023-10-10 03:02:01                   12.866
2023-10-10 03:02:55                   12.904
2023-10-10 03:03:21                   12.881
2023-10-10 03:03:48                   12.911
2023-10-10 03:04:15                   12.878
2023-10-10 03:06:57                   12.853
2023-10-10 03:08:17                   12.878
2023-10-10 03:09:38                   12.833
2023-10-10 03:10:32                   12.861
2023-10-10 03:13:13                   12.841
2023-10-10 03:14:34                   12.809
2023-10-10 03:15:01                   12.837
2023-10-10 03:19:30                   12.815
2023-10-10 03:26:40                   12.793
2023-10-10 03:27:07                   12.827
2023-10-10 03:28:55                   12.797
2023-10-10 03:32:57                   12.772
2023-10-10 03:33:51                   12.805
2023-10-10 03:34:18                   12.775
2023-10-10 03:34:45                   12.805
2023-10-10 03:35:39                   12.777
2023-10-10 03:36:05                   12.807
2023-10-10 03:37:26                   12.776
2023-10-10 03:39:41                   12.797
2023-10-10 03:40:08                   12.767
2023-10-10 03:42:49                    12.79
2023-10-10 03:43:16                   12.767
2023-10-10 03:44:37                   12.742
2023-10-10 03:54:29                    12.71
2023-10-10 03:58:04                   12.687
2023-10-10 03:58:31                   12.716
2023-10-10 03:58:58                   12.695
2023-10-10 03:59:25                    12.67
2023-10-10 03:59:51                   12.707
2023-10-10 04:02:06                   12.687
2023-10-10 04:04:20                   12.716
2023-10-10 04:05:14                   12.687
2023-10-10 04:12:52                   12.707
2023-10-10 04:13:19                    12.68
2023-10-10 04:13:46                   12.702
2023-10-10 04:14:39                   12.665
2023-10-10 04:15:06                   12.685
2023-10-10 04:20:02                   12.659
2023-10-10 04:21:23                    12.68
2023-10-10 04:22:17                   12.639
2023-10-10 04:22:44                   12.672
2023-10-10 04:25:25                   12.652
2023-10-10 04:26:19                   12.679
2023-10-10 04:27:40                   12.657
2023-10-10 04:31:15                   12.635
2023-10-10 04:34:50                   12.661
2023-10-10 04:35:17                   12.622
2023-10-10 04:37:58                   12.646
2023-10-10 04:38:25                   12.622
2023-10-10 04:39:46                   12.647
2023-10-10 04:40:40                   12.626
2023-10-10 04:42:54                   12.591
2023-10-10 04:43:21                   12.641
2023-10-10 04:44:15                   12.599
2023-10-10 04:47:24                   12.629
2023-10-10 04:48:17                   12.589
2023-10-10 04:48:44                    12.61
2023-10-10 04:52:19                   12.581
2023-10-10 04:52:46                   12.601
2023-10-10 04:53:13                   12.639
2023-10-10 04:54:34                   12.611
2023-10-10 05:02:38                   12.651
2023-10-10 05:07:34                   12.679
2023-10-10 05:08:01                   12.644
2023-10-10 05:08:28                   12.669
2023-10-10 05:08:55                   12.647
2023-10-10 05:09:22                   12.669
2023-10-10 05:15:11                   12.692
2023-10-10 05:15:38                   12.665
2023-10-10 05:16:32                   12.685
2023-10-10 05:19:14                   12.707
2023-10-10 05:20:34                   12.687
2023-10-10 05:22:22                   12.707
2023-10-10 05:25:03                   12.742
2023-10-10 05:28:12                   12.763
2023-10-10 05:31:47                   12.793
2023-10-10 05:35:22                    12.77
2023-10-10 05:35:49                   12.807
2023-10-10 05:36:43                   12.772
2023-10-10 05:37:10                    12.82
2023-10-10 05:38:03                   12.788
2023-10-10 05:38:57                   12.817
2023-10-10 05:41:39                   12.847
2023-10-10 05:42:06                   12.822
2023-10-10 05:43:53                   12.873
2023-10-10 05:44:20                   12.845
2023-10-10 05:47:02                   12.883
2023-10-10 05:47:28                   12.855
2023-10-10 05:49:43                   12.879
2023-10-10 05:53:45                   12.907
2023-10-10 06:00:02                   12.932
2023-10-10 06:01:22                   12.899
2023-10-10 06:01:49                   12.936
2023-10-10 06:02:16                   12.907
2023-10-10 06:04:31                   12.929
2023-10-10 06:05:24                   12.899
2023-10-10 06:05:51                   12.936
2023-10-10 06:06:18                   12.914
2023-10-10 06:25:35                   12.887
2023-10-10 06:27:50                   12.909
2023-10-10 06:32:19                   12.885
2023-10-10 06:32:46                   12.914
2023-10-10 06:33:13                   12.869
2023-10-10 06:34:06                   12.902
2023-10-10 06:35:00                   12.872
2023-10-10 06:35:27                   12.904
2023-10-10 06:40:23                   12.877
2023-10-10 06:43:58                   12.856
2023-10-10 06:45:19                   12.881
2023-10-10 06:46:40                   12.856
2023-10-10 06:48:27                   12.834
2023-10-10 06:49:21                   12.856
2023-10-10 06:52:02                   12.831
2023-10-10 06:53:23                   12.861
2023-10-10 06:54:17                   12.835
2023-10-10 06:56:58                   12.805
2023-10-10 06:57:25                   12.842
2023-10-10 06:57:52                   12.802
2023-10-10 07:03:15                   12.778
2023-10-10 07:03:42                   12.807
2023-10-10 07:07:44                   12.783
2023-10-10 07:09:05                   12.812
2023-10-10 07:09:32                   12.788
2023-10-10 07:16:42                   12.754
2023-10-10 07:18:03                    12.78
2023-10-10 07:18:57                   12.754
2023-10-10 07:25:40                   12.731
2023-10-10 07:30:09                   12.708
2023-10-10 07:31:03                   12.736
2023-10-10 07:31:30                   12.696
2023-10-10 07:31:57                   12.734
2023-10-10 07:33:17                   12.713
2023-10-10 07:39:34                   12.688
2023-10-10 07:40:55                   12.666
2023-10-10 07:41:22                   12.688
2023-10-10 07:43:09                   12.655
2023-10-10 07:44:30                   12.685
2023-10-10 07:45:51                   12.707
2023-10-10 07:46:18                   12.677
2023-10-10 07:49:26                   12.655
2023-10-10 07:50:20                   12.677
2023-10-10 07:51:14                   12.653
2023-10-10 07:51:40                   12.675
2023-10-10 07:52:34                   12.653
2023-10-10 07:55:43                   12.675
2023-10-10 07:57:30                   12.654
2023-10-10 07:59:18                   12.685
2023-10-10 07:59:45                   12.655
2023-10-10 08:10:30                    12.63
2023-10-10 08:12:18                   12.655
2023-10-10 08:12:45                   12.632
2023-10-10 08:13:12                   12.655
2023-10-10 08:15:26                   12.622
2023-10-10 08:17:14                   12.644
2023-10-10 08:17:41                   12.597
2023-10-10 08:18:08                   12.624
2023-10-10 08:20:22                   12.649
2023-10-10 08:21:16                   12.622
2023-10-10 08:27:33                   12.647
2023-10-10 08:28:53                   12.624
2023-10-10 08:30:14                   12.652
2023-10-10 08:30:41                    12.63
2023-10-10 08:31:35                   12.657
2023-10-10 08:32:02                   12.627
2023-10-10 08:32:29                   12.648
2023-10-10 08:34:43                   12.669
2023-10-10 08:35:10                   12.635
2023-10-10 08:36:58                   12.667
2023-10-10 08:37:25                   12.645
2023-10-10 08:39:12                   12.677
2023-10-10 08:41:27                   12.645
2023-10-10 08:42:48                   12.682
2023-10-10 08:52:12                   12.703
2023-10-10 08:56:15                   12.725
2023-10-10 08:57:35                   12.751
2023-10-10 09:02:04                    12.78
2023-10-10 09:04:19                   12.805
2023-10-10 09:05:13                   12.773
2023-10-10 09:05:40                   12.797
2023-10-10 09:09:42                    12.82
2023-10-10 09:15:58                   12.845
2023-10-10 09:19:07                   12.871
2023-10-10 09:20:54                   12.896
2023-10-10 09:21:21                   12.868
2023-10-10 09:22:15                   12.889
2023-10-10 09:23:09                   12.917
2023-10-10 09:23:36                   12.871
2023-10-10 09:24:03                   12.899
2023-10-10 09:24:29                   12.868
2023-10-10 09:24:56                   12.889
2023-10-10 09:25:50                   12.912
