        Date           ibcm1  
2023-10-10 08:27:25    14.4739
2023-10-10 08:27:27    14.3198
2023-10-10 08:27:31    14.6962
2023-10-10 08:27:33    14.6788
2023-10-10 08:27:35     14.653
2023-10-10 08:27:37    14.8375
2023-10-10 08:27:39    14.6398
2023-10-10 08:27:43     14.452
2023-10-10 08:27:45     14.415
2023-10-10 08:27:49    14.3641
2023-10-10 08:27:51    14.3965
2023-10-10 08:27:53    14.6507
2023-10-10 08:27:55    14.7662
2023-10-10 08:27:57    14.8944
2023-10-10 08:27:59    14.7045
2023-10-10 08:28:01    14.4914
2023-10-10 08:28:03    14.5643
2023-10-10 08:28:05    14.4268
2023-10-10 08:28:07    14.2101
2023-10-10 08:28:09    14.2415
2023-10-10 08:28:11    14.3229
2023-10-10 08:28:13    14.2652
2023-10-10 08:28:17    14.4742
2023-10-10 08:28:19    14.2841
2023-10-10 08:28:21    14.2084
2023-10-10 08:28:23    14.3067
2023-10-10 08:28:27    14.1744
2023-10-10 08:28:29    14.1278
2023-10-10 08:28:31    14.4162
2023-10-10 08:28:33     14.449
2023-10-10 08:28:35    14.3323
2023-10-10 08:28:37    14.2899
2023-10-10 08:28:39    14.4801
2023-10-10 08:28:41    14.0951
2023-10-10 08:28:43    14.3635
2023-10-10 08:28:45    14.1601
2023-10-10 08:28:47    14.2847
2023-10-10 08:28:49    14.1217
2023-10-10 08:28:51    14.3287
2023-10-10 08:28:53    14.2961
2023-10-10 08:28:55    14.1625
2023-10-10 08:28:57    14.4178
2023-10-10 08:28:59    14.3953
2023-10-10 08:29:01    14.4131
2023-10-10 08:29:03    14.3914
2023-10-10 08:29:05    14.4575
2023-10-10 08:29:09    14.4937
2023-10-10 08:29:11    14.3454
2023-10-10 08:29:13    14.3762
2023-10-10 08:29:15    14.5451
2023-10-10 08:29:17    14.3743
2023-10-10 08:29:19    14.4181
2023-10-10 08:29:21    14.3338
2023-10-10 08:29:23    14.2234
2023-10-10 08:29:25     14.298
2023-10-10 08:29:27    14.3465
2023-10-10 08:29:29    14.2989
2023-10-10 08:29:31    14.4146
2023-10-10 08:29:33    14.7297
2023-10-10 08:29:37    14.6314
2023-10-10 08:29:39    14.6174
2023-10-10 08:29:43    14.5795
2023-10-10 08:29:45    14.4971
2023-10-10 08:29:47    14.5625
2023-10-10 08:29:49    14.6323
2023-10-10 08:29:51    14.3114
2023-10-10 08:29:53    14.5078
2023-10-10 08:29:55    14.5306
2023-10-10 08:29:57    14.4628
2023-10-10 08:29:59    14.3431
2023-10-10 08:30:03     14.455
2023-10-10 08:30:05    14.2621
2023-10-10 08:30:07    14.4305
2023-10-10 08:30:09    14.6591
2023-10-10 08:30:11    14.9608
2023-10-10 08:30:13    14.7697
2023-10-10 08:30:15    14.4318
2023-10-10 08:30:17      14.67
2023-10-10 08:30:19    14.5898
2023-10-10 08:30:21    14.4907
2023-10-10 08:30:23    14.5582
2023-10-10 08:30:25    14.6313
2023-10-10 08:30:27     14.653
2023-10-10 08:30:29    14.5083
2023-10-10 08:30:31    14.7689
2023-10-10 08:30:33    14.6132
2023-10-10 08:30:35    14.8013
