        Date        hcnps_intlk_chiller_CZ_read_chiller_temp
2023-11-09 20:01:58                                    19.99
2023-11-09 20:07:21                                    20.01
2023-11-09 20:07:48                                    19.97
2023-11-09 20:08:42                                       20
2023-11-09 20:10:02                                    19.97
2023-11-09 20:10:56                                       20
2023-11-09 20:13:38                                    19.92
2023-11-09 20:14:58                                    19.97
2023-11-09 20:16:19                                       20
2023-11-09 20:18:07                                    20.03
2023-11-09 20:21:42                                    20.07
2023-11-09 20:24:24                                    20.04
2023-11-09 20:25:44                                    20.07
2023-11-09 20:27:59                                    20.03
2023-11-09 20:29:20                                    20.06
2023-11-09 20:32:01                                    20.03
2023-11-09 20:32:28                                    20.06
2023-11-09 20:33:49                                    20.02
2023-11-09 20:34:16                                    20.05
2023-11-09 20:35:37                                    20.01
2023-11-09 20:36:03                                    20.04
2023-11-09 20:38:18                                       20
2023-11-09 20:40:06                                    20.04
2023-11-09 20:40:33                                    20.01
2023-11-09 20:40:59                                    19.99
2023-11-09 20:41:53                                    20.04
2023-11-09 20:42:47                                       20
2023-11-09 20:45:29                                    20.04
2023-11-09 20:46:49                                    20.01
2023-11-09 20:47:16                                    20.04
2023-11-09 20:48:10                                    19.99
2023-11-09 20:51:43                                    20.02
2023-11-09 20:54:31                                    19.99
2023-11-09 20:57:20                                    20.01
2023-11-09 21:00:08                                    19.99
2023-11-09 21:08:32                                    19.96
2023-11-09 21:16:56                                    20.01
2023-11-09 21:22:33                                    20.04
2023-11-09 21:25:21                                       20
2023-11-09 21:28:09                                    20.04
2023-11-09 21:38:06                                    20.63
2023-11-09 21:38:47                                    20.86
2023-11-09 21:39:27                                    21.08
2023-11-09 21:40:07                                    21.26
2023-11-09 21:40:47                                    20.48
2023-11-09 21:41:27                                    20.26
2023-11-09 21:42:07                                    20.16
2023-11-09 21:42:47                                     20.1
2023-11-09 21:43:27                                    20.03
2023-11-09 21:44:07                                       20
2023-11-09 21:44:47                                    19.97
2023-11-09 21:45:27                                    19.93
2023-11-09 21:48:48                                     19.9
2023-11-09 21:49:28                                    19.94
2023-11-09 21:52:48                                    19.99
2023-11-09 21:53:29                                    19.95
2023-11-09 21:55:29                                    19.91
2023-11-09 21:56:49                                    19.96
2023-11-09 22:00:50                                    19.93
2023-11-09 22:04:10                                    19.97
2023-11-09 22:07:31                                    19.94
2023-11-09 22:09:05                                    19.98
2023-11-09 22:10:16                                    20.33
2023-11-09 22:10:34                                    20.45
2023-11-09 22:11:01                                    20.63
2023-11-09 22:11:29                                    20.79
2023-11-09 22:11:56                                    20.94
2023-11-09 22:12:24                                    21.07
2023-11-09 22:12:51                                     21.2
2023-11-09 22:13:19                                    21.31
2023-11-09 22:13:46                                    21.42
2023-11-09 22:14:14                                    21.52
2023-11-09 22:14:41                                     21.6
2023-11-09 22:15:08                                    21.69
2023-11-09 22:15:36                                    21.79
2023-11-09 22:16:03                                    21.87
2023-11-09 22:16:31                                    21.95
2023-11-09 22:16:58                                    22.04
2023-11-09 22:17:26                                    22.11
2023-11-09 22:17:53                                    22.19
2023-11-09 22:18:21                                    22.26
2023-11-09 22:18:48                                    22.33
2023-11-09 22:19:16                                     22.4
2023-11-09 22:19:43                                    22.47
2023-11-09 22:20:11                                    22.54
2023-11-09 22:20:38                                    22.61
2023-11-09 22:21:06                                    22.67
2023-11-09 22:21:33                                    22.73
2023-11-09 22:22:01                                    22.79
2023-11-09 22:22:28                                    22.86
2023-11-09 22:22:55                                    22.91
2023-11-09 22:23:23                                    22.98
2023-11-09 22:23:50                                    23.04
2023-11-09 22:24:18                                    23.09
2023-11-09 22:24:45                                    23.15
2023-11-09 22:25:13                                    23.19
2023-11-09 22:25:40                                    23.25
2023-11-09 22:26:08                                    23.31
2023-11-09 22:26:35                                    23.36
2023-11-09 22:27:03                                    23.42
2023-11-09 22:27:30                                    23.45
2023-11-09 22:27:58                                    23.52
2023-11-09 22:28:25                                    23.56
2023-11-09 22:28:53                                    23.61
2023-11-09 22:29:20                                    23.65
2023-11-09 22:29:47                                     23.7
2023-11-09 22:30:15                                    23.74
2023-11-09 22:30:42                                    21.14
2023-11-09 22:31:09                                    20.88
2023-11-09 22:31:36                                    20.75
2023-11-09 22:32:02                                    20.38
2023-11-09 22:32:29                                    20.17
2023-11-09 22:32:56                                    19.93
2023-11-09 22:33:23                                    19.68
2023-11-09 22:33:50                                    19.38
2023-11-09 22:34:17                                    19.11
2023-11-09 22:34:44                                    18.99
2023-11-09 22:35:11                                     19.1
2023-11-09 22:35:38                                    19.22
2023-11-09 22:36:04                                    19.35
2023-11-09 22:36:31                                    19.46
2023-11-09 22:36:58                                    19.54
2023-11-09 22:37:25                                    19.67
2023-11-09 22:37:52                                    19.75
2023-11-09 22:38:19                                    19.82
2023-11-09 22:38:46                                    19.87
2023-11-09 22:39:13                                    19.93
2023-11-09 22:39:40                                    19.98
2023-11-09 22:40:33                                    20.04
2023-11-09 22:41:00                                    20.08
2023-11-09 22:43:15                                    20.12
2023-11-09 22:43:42                                    20.06
2023-11-09 22:45:02                                     20.1
2023-11-09 22:45:29                                    20.05
2023-11-09 22:49:31                                    20.02
2023-11-09 22:52:13                                    20.05
2023-11-09 22:52:39                                    20.02
2023-11-09 22:54:27                                    19.99
2023-11-09 22:54:54                                    19.95
2023-11-09 22:55:48                                    19.98
2023-11-09 22:58:29                                    19.94
2023-11-09 22:58:56                                     19.9
2023-11-09 22:59:23                                    19.94
2023-11-09 23:00:44                                     19.9
2023-11-09 23:01:10                                    19.97
2023-11-09 23:01:37                                    19.93
2023-11-09 23:02:58                                    19.98
2023-11-09 23:04:19                                    20.01
2023-11-09 23:04:45                                    20.04
2023-11-09 23:06:33                                    20.08
2023-11-09 23:07:54                                    20.05
2023-11-09 23:08:21                                    20.08
2023-11-09 23:11:02                                    20.01
2023-11-09 23:11:56                                    20.05
2023-11-09 23:12:49                                    20.02
2023-11-09 23:13:43                                    20.05
2023-11-09 23:18:12                                       20
2023-11-09 23:19:06                                    20.05
2023-11-09 23:22:14                                       20
2023-11-09 23:22:41                                    20.03
2023-11-09 23:29:51                                    20.06
2023-11-09 23:31:12                                    20.01
2023-11-09 23:32:06                                    20.04
2023-11-09 23:37:28                                       20
2023-11-09 23:41:04                                    20.03
2023-11-09 23:41:30                                       20
2023-11-09 23:42:24                                    20.04
2023-11-09 23:43:45                                    20.01
2023-11-09 23:44:39                                    20.05
2023-11-09 23:46:53                                    20.02
2023-11-09 23:52:43                                    19.99
2023-11-09 23:53:10                                    20.01
2023-11-09 23:54:03                                    19.98
2023-11-09 23:54:57                                    20.01
2023-11-09 23:55:51                                    19.99
2023-11-09 23:56:45                                    20.01
2023-11-09 23:57:39                                    19.99
2023-11-09 23:58:05                                    19.96
2023-11-09 23:58:59                                    19.99
